Date,Fremont Bridge West Sidewalk,Fremont Bridge East Sidewalk
03/14/2019,3788,2372
10/12/2020,1161,809
10/16/2016,468,510
01/13/2020,1564,770
03/12/2014,3506,3824
07/13/2015,4192,3946
02/17/2016,2458,2426
04/09/2014,3828,3828
02/27/2017,1204,890
01/20/2019,824,834
08/25/2020,1821,1276
04/14/2019,1020,950
09/23/2017,2250,2164
12/16/2019,4798,2300
07/09/2015,4516,4442
06/25/2013,2592,2706
12/13/2014,1124,1282
08/08/2017,5700,3940
06/22/2019,3062,2494
09/01/2013,2050,2526
02/07/2014,1500,1644
07/07/2019,2210,1918
11/19/2018,4220,2418
09/13/2018,4646,2926
01/31/2013,1894,1948
05/25/2014,1128,1340
08/06/2018,6248,3812
05/22/2016,1924,1992
11/14/2020,592,546
11/22/2013,2188,2472
11/20/2017,2436,1540
11/13/2018,4334,2580
04/07/2016,4596,4570
01/23/2017,2946,2324
10/29/2014,3810,2982
12/15/2020,484,325
10/04/2016,3180,2782
12/26/2020,379,401
11/28/2017,2920,1742
03/07/2015,2116,2446
10/21/2019,4124,2176
05/19/2017,5788,4996
08/06/2016,2054,1902
04/27/2017,3404,2518
12/10/2012,2184,2140
11/20/2019,5952,3102
03/04/2019,3630,2276
06/11/2018,6028,3600
03/10/2020,2738,1608
11/27/2017,3802,2394
03/16/2014,320,430
07/11/2016,4504,3786
01/24/2018,2470,1624
08/07/2019,7166,4102
12/13/2015,468,512
06/29/2020,1582,1167
04/12/2019,3496,2386
02/01/2017,2658,2154
02/14/2017,3282,2526
11/26/2016,452,404
11/29/2015,624,586
10/14/2017,1502,1230
11/25/2020,842,610
01/01/2017,328,324
08/27/2013,3858,3926
11/23/2013,1048,1372
03/15/2013,2366,2344
04/17/2015,3278,3630
12/18/2017,2200,1336
03/17/2020,2264,1620
01/21/2017,1512,1214
09/04/2019,7376,4184
01/08/2015,1918,3302
10/18/2020,462,358
08/23/2020,1763,1458
02/04/2020,3506,1736
06/22/2015,4444,4468
06/28/2013,4008,4190
01/13/2017,1904,1504
09/10/2014,4640,3390
10/26/2014,818,1014
07/19/2017,6054,4122
05/05/2019,2706,2424
07/05/2016,3394,3048
08/20/2017,1880,1796
10/21/2016,3032,2486
04/09/2019,4190,2504
09/13/2016,5062,4060
08/04/2018,2424,2370
10/03/2014,2982,4436
01/04/2019,2740,1618
10/26/2015,2424,2306
06/07/2014,2556,3058
04/30/2020,2136,1850
11/17/2020,571,364
09/28/2015,3910,3814
11/24/2019,1364,1156
07/05/2018,5334,3288
03/07/2013,2164,2136
10/22/2017,1234,1336
06/22/2014,2606,2822
04/15/2020,2404,1984
08/08/2016,3886,3140
01/30/2020,4026,2024
01/31/2015,1146,1326
07/15/2018,2212,2174
10/07/2020,1399,887
05/24/2014,2062,2248
03/01/2017,2662,2058
09/11/2015,3796,3726
10/17/2018,5252,3336
04/08/2019,3362,2036
06/27/2020,555,412
06/16/2020,1529,1187
08/27/2019,8006,4414
01/23/2020,3026,1492
05/17/2014,1850,2232
09/17/2016,924,918
08/10/2019,5116,1878
05/22/2013,2786,2934
06/04/2014,4800,4926
05/31/2016,4898,4900
04/16/2016,2128,2434
08/06/2019,7590,4100
09/29/2019,1636,1212
11/26/2018,2550,1348
11/30/2016,2630,2152
10/30/2017,4784,3104
01/11/2015,724,896
10/01/2018,3988,2450
07/16/2017,2176,2086
09/20/2015,1182,1424
02/26/2015,1708,2804
09/21/2018,4174,2636
02/23/2014,620,762
09/10/2018,4588,2792
08/15/2017,5718,4112
03/01/2016,1944,1774
10/28/2014,2236,2286
04/29/2019,5716,3316
04/08/2015,2548,4154
07/02/2015,3934,3940
02/28/2014,2722,2936
05/12/2013,1114,1412
08/24/2020,1551,1156
12/18/2016,450,462
02/10/2017,1942,1472
05/21/2020,613,443
03/24/2013,1238,1532
05/07/2013,4900,5306
06/15/2017,2562,1810
04/30/2019,6168,3688
03/21/2020,2716,2640
12/01/2013,596,766
02/12/2015,2036,3358
12/18/2020,479,316
05/27/2019,4054,3528
10/14/2014,3100,3294
04/08/2014,2730,2882
01/24/2013,1904,2006
07/10/2017,5604,4008
05/13/2013,3308,3426
11/01/2020,1234,1099
08/14/2019,7948,4398
10/18/2016,3206,2772
04/19/2019,2862,1580
04/14/2018,480,398
05/20/2015,4574,4586
10/08/2015,3638,3538
06/04/2020,1498,1173
12/27/2020,478,398
03/12/2017,652,820
02/23/2020,980,826
03/03/2014,1634,1806
03/18/2020,2656,2058
02/24/2017,2056,1664
09/07/2019,2298,2010
08/14/2013,4074,4268
03/09/2017,2084,1412
05/26/2018,2284,2072
02/04/2014,2098,2084
05/11/2013,2186,2776
02/15/2018,3144,2144
10/04/2013,3070,3358
06/01/2019,3284,2834
06/08/2017,2858,2102
01/10/2020,2756,1218
03/12/2020,2438,1436
02/02/2014,990,1200
12/24/2012,540,608
07/29/2017,2482,2388
03/08/2016,2968,2834
05/07/2019,6948,4340
12/02/2020,985,735
01/05/2016,2208,1948
02/08/2017,1640,1232
09/07/2015,1796,2214
12/11/2017,3034,1786
08/17/2015,4346,4292
07/26/2018,6314,3966
07/15/2017,2562,2290
05/29/2017,2520,2272
03/27/2017,2950,2244
10/25/2012,2704,2722
10/10/2013,3026,3318
11/07/2016,3686,2800
11/11/2017,696,606
06/07/2017,5690,4454
06/16/2016,4550,4088
03/27/2018,3060,1980
05/07/2014,5174,5736
12/15/2017,2284,1600
07/17/2014,4450,4620
11/30/2015,2394,2264
11/10/2020,763,510
08/31/2020,1399,1013
09/21/2013,1716,2148
11/03/2013,1226,1416
06/04/2019,7120,4462
01/01/2020,924,782
11/03/2020,504,321
08/16/2013,3866,3772
11/27/2016,472,508
08/20/2018,3824,2136
05/04/2013,2492,3332
04/12/2020,3090,2946
09/12/2017,5706,3918
09/17/2020,551,386
01/16/2017,1598,1286
06/18/2020,1875,1492
10/03/2017,5320,3514
03/27/2013,2528,2706
01/20/2015,2678,3176
11/15/2017,2680,1750
06/30/2020,1033,670
11/14/2016,3534,2634
12/24/2015,572,612
09/07/2013,1734,2026
12/08/2018,866,786
06/22/2016,5022,4426
09/03/2018,2332,2118
12/24/2018,810,740
11/09/2012,2310,2502
08/12/2017,2238,2172
11/12/2015,2620,2530
08/02/2016,3704,3410
05/31/2018,5476,3684
08/18/2019,2910,2374
12/11/2018,2692,1600
10/11/2020,359,321
10/21/2015,3562,3422
12/31/2017,686,782
05/17/2020,1659,1695
01/13/2015,2018,3514
06/23/2014,4532,4422
08/01/2017,6066,4266
02/06/2014,1510,1614
11/13/2013,2978,3156
10/08/2020,1419,942
05/10/2014,1516,1934
06/23/2015,4994,5002
06/18/2013,4520,4532
06/22/2018,4742,3190
05/15/2017,3352,2484
11/09/2013,1098,1288
08/09/2016,4428,3894
02/29/2016,2636,2422
02/16/2014,422,548
09/29/2016,4434,3552
11/12/2016,900,862
05/14/2020,1107,869
10/22/2020,1265,796
11/05/2017,322,308
04/03/2013,3494,3478
06/13/2017,4058,2796
08/14/2016,2878,2326
04/02/2017,1482,1460
04/05/2020,2482,2330
10/19/2012,2024,1930
01/07/2020,3956,2012
04/27/2015,4030,4250
11/04/2016,3554,3082
08/01/2014,4108,4104
02/26/2016,2418,2372
11/17/2017,3348,2174
11/24/2020,505,332
03/25/2020,963,753
09/28/2014,1650,1986
02/15/2016,1052,902
05/31/2015,2142,2360
04/24/2016,428,498
03/01/2014,802,1176
06/18/2015,4272,4296
06/15/2016,4630,4146
08/15/2016,4740,3992
12/06/2017,3488,2316
11/30/2013,846,884
05/06/2013,4944,5188
05/21/2017,2276,2586
03/02/2017,2540,1856
05/12/2015,3752,3554
02/21/2013,1878,1904
10/29/2015,3102,2912
09/09/2020,1195,851
04/01/2019,5404,3258
10/19/2019,928,724
03/13/2019,3812,2266
07/30/2017,2348,2090
05/21/2015,4706,4830
05/14/2013,4460,4690
11/01/2016,2772,2228
06/07/2019,4092,2482
07/01/2019,7188,4222
11/19/2017,664,744
07/18/2018,6338,4234
05/03/2014,1062,1252
07/03/2015,2180,2446
03/21/2013,1922,1926
10/27/2014,3754,2906
11/09/2017,2782,1870
10/28/2020,1169,755
03/14/2013,2126,2278
05/12/2016,5270,5048
06/27/2018,6038,3846
11/09/2018,3190,1808
02/25/2013,2018,2154
10/14/2016,970,914
01/03/2017,1956,1516
03/31/2013,2176,2550
12/11/2015,2130,1984
05/13/2017,1328,1338
03/20/2020,2694,2220
07/30/2019,7328,4210
04/19/2013,1370,1400
12/14/2014,1110,1354
06/18/2019,4934,2938
02/18/2015,2146,3708
07/20/2017,5432,3798
12/12/2012,1858,1838
07/11/2015,1970,2136
11/23/2019,1390,1178
08/09/2019,6492,3590
06/26/2014,3818,3896
05/07/2015,4782,5050
06/12/2017,4646,3366
09/29/2015,4478,4194
08/18/2020,1719,1172
04/25/2020,2150,2094
04/19/2017,2992,2158
08/23/2013,3442,3450
04/06/2015,2448,3462
12/04/2017,3556,2270
04/04/2018,2636,1854
10/19/2020,924,519
09/06/2018,6022,3742
04/28/2020,1970,1736
09/07/2017,4640,3118
01/11/2014,376,470
03/22/2015,938,1176
07/16/2016,2086,2052
02/14/2014,1760,1812
07/29/2018,2392,2140
06/20/2014,3776,3804
09/12/2015,2026,2356
05/03/2020,1541,1469
01/23/2015,1326,2228
07/18/2014,4072,4198
01/18/2013,1550,1620
10/22/2012,2082,2176
08/09/2013,3848,3818
02/11/2020,4686,2262
02/28/2018,2452,1492
12/29/2015,1528,1488
10/22/2015,3680,3532
07/12/2014,2472,2488
08/17/2018,4874,3248
05/04/2015,4508,4532
03/11/2020,2848,1692
01/07/2018,448,448
12/03/2018,3870,2312
03/14/2016,2186,2108
11/05/2013,2754,2824
05/20/2020,867,656
09/25/2013,3070,3134
03/20/2017,3160,2276
08/22/2020,1822,1503
04/21/2016,4234,4318
05/17/2016,5374,4956
03/06/2017,2690,2000
05/26/2020,1325,1101
11/06/2013,2890,2946
10/01/2020,1354,903
07/20/2015,4392,4034
05/20/2017,2616,2484
07/08/2016,4582,3366
10/25/2016,3710,3050
09/12/2020,179,164
12/24/2019,1074,630
01/17/2020,3028,1544
07/25/2019,7228,4440
12/31/2014,1236,1426
10/06/2018,1650,1318
12/04/2020,1072,792
10/13/2012,702,830
10/15/2020,1468,991
04/26/2013,3346,3568
02/25/2014,2484,2642
05/06/2014,4430,4842
05/13/2018,2602,2584
09/27/2014,2132,2518
02/28/2019,3370,2112
11/15/2019,4348,2088
10/13/2018,1752,1736
05/26/2016,4086,3854
11/05/2012,2760,2860
10/26/2016,2186,1684
10/17/2019,3896,2040
10/14/2020,1483,1052
08/12/2014,3756,3778
08/24/2013,1938,2122
04/30/2016,2136,2354
03/31/2017,3284,2690
10/27/2019,1922,1588
02/03/2017,1312,930
08/17/2013,2154,2284
11/19/2019,4940,2350
12/23/2017,588,584
01/09/2018,2680,1750
07/21/2015,4332,4204
12/30/2019,2416,1190
07/09/2020,1417,994
06/25/2017,2188,2140
03/15/2016,2576,2502
10/09/2014,3114,4212
04/27/2016,3788,3798
09/19/2014,3682,3786
05/25/2016,4670,4336
05/03/2015,1956,2514
10/29/2013,2892,3812
11/16/2015,2484,2322
04/22/2013,3426,3840
06/11/2013,3590,3766
12/30/2014,1488,1512
12/14/2015,2556,2486
05/24/2017,5172,3898
01/20/2014,1850,1898
07/27/2019,2584,2148
09/01/2016,3756,2924
10/20/2016,2194,1826
04/03/2019,3984,2384
10/27/2015,3858,3652
01/14/2017,658,804
06/13/2018,3380,2160
12/19/2015,732,884
04/13/2019,872,722
08/19/2019,7022,3620
05/10/2019,6232,4026
11/18/2012,346,438
05/09/2015,2636,2870
03/13/2016,328,340
05/05/2018,2442,2548
01/02/2016,674,792
12/02/2012,466,588
08/27/2017,2108,2104
12/25/2016,250,270
07/30/2018,5930,3672
08/19/2013,4210,4024
07/01/2014,5002,5292
04/16/2013,3020,3132
09/26/2016,4768,3996
10/31/2013,2532,2614
04/02/2016,1908,2028
01/06/2019,610,616
04/14/2020,2518,2230
07/25/2013,4454,4492
10/15/2014,2280,2830
12/07/2016,2182,1698
09/16/2016,4098,3366
07/04/2019,4572,3352
11/30/2014,500,486
07/08/2013,4334,4360
12/23/2018,354,322
01/03/2013,1826,1780
02/25/2020,5074,2420
11/17/2015,1810,1766
09/30/2014,3026,4098
02/26/2017,460,488
07/22/2020,1608,1117
08/10/2014,2340,2760
05/03/2013,4446,4594
12/07/2020,832,531
03/25/2018,1486,1454
12/14/2017,3074,2064
06/02/2016,4308,3862
04/15/2017,1766,1846
06/17/2017,1820,1598
08/28/2018,6118,3970
04/29/2018,1500,1500
10/29/2020,1307,847
04/04/2016,2834,2774
09/30/2015,4126,3984
02/09/2016,3524,3386
05/28/2017,2926,2416
06/05/2013,4932,5144
04/02/2018,4102,2744
07/27/2020,1519,982
12/22/2019,728,678
12/08/2020,508,347
08/20/2013,4658,4390
05/08/2013,4828,5116
11/04/2019,6156,3036
09/21/2020,1391,982
06/27/2017,5442,3962
10/11/2014,966,1296
08/01/2016,4500,3998
09/26/2015,1738,1798
07/21/2018,2788,2550
11/28/2018,2932,1770
01/07/2016,2604,2560
04/29/2014,4662,4944
08/31/2016,3962,3250
12/29/2018,322,316
05/21/2018,6174,4036
06/03/2018,1338,1350
12/21/2018,2298,1526
04/18/2015,2146,2656
05/01/2013,4804,5230
04/07/2018,684,644
12/29/2014,1640,1642
10/11/2019,5232,2856
03/19/2014,2166,2218
09/21/2015,3962,3648
06/02/2017,4604,3476
12/30/2017,764,686
12/28/2013,784,966
10/04/2020,888,640
10/23/2018,4362,2596
04/09/2018,4466,2996
08/08/2018,6234,4190
02/01/2016,2812,2642
09/04/2013,3874,3786
04/25/2013,3962,4370
10/20/2017,2696,1886
08/27/2018,5206,3200
02/26/2013,2488,2506
09/10/2015,4138,3922
08/23/2019,5844,3110
10/22/2018,4308,2582
12/23/2015,1234,1204
01/25/2014,1282,1600
08/08/2019,7014,3936
06/24/2019,6172,3724
11/13/2017,2498,1656
07/04/2017,3182,3016
01/21/2016,1388,1348
02/09/2019,96,38
06/25/2019,7532,4588
04/24/2017,3486,2644
01/26/2014,1362,1496
09/18/2020,433,316
07/26/2019,7874,4864
08/23/2016,5120,4250
08/22/2016,4784,3800
09/24/2019,6080,3268
02/14/2018,2660,1900
10/02/2016,1602,1570
03/17/2018,1436,1370
08/11/2020,1802,1197
09/28/2019,2022,1696
02/22/2013,1380,1340
11/19/2013,2286,2332
04/22/2017,1048,1002
02/05/2019,418,270
01/02/2018,3078,1918
10/05/2018,2794,1700
01/02/2015,1142,1286
08/22/2017,5316,3662
12/03/2013,2172,2250
04/16/2015,3844,4160
11/13/2012,2074,2100
06/23/2019,1934,1568
04/04/2020,2840,2604
06/22/2013,3234,3052
04/30/2014,4958,5376
08/05/2016,4066,3644
02/13/2013,2032,2100
04/12/2018,2896,1894
09/03/2015,3254,3064
02/14/2016,638,574
04/25/2019,4920,3020
01/16/2019,4166,2554
12/05/2020,1347,1175
12/30/2015,1458,1462
11/09/2016,3096,2468
12/12/2019,3610,1780
04/11/2016,3342,3108
01/04/2015,348,330
04/10/2017,2728,1952
05/03/2017,5068,4018
03/05/2015,2154,3344
12/06/2019,4552,2064
06/02/2020,1195,929
08/06/2020,729,495
08/21/2020,1060,720
05/09/2013,4570,4756
10/26/2012,2068,2078
08/04/2015,4744,4566
05/25/2020,418,354
08/26/2018,1386,1470
10/09/2015,3232,3006
07/30/2015,4496,4262
03/27/2014,2236,2478
06/19/2013,3604,3706
03/26/2016,1756,1854
01/22/2017,428,438
11/17/2016,3464,2650
03/09/2018,3120,2076
02/27/2013,2342,2326
11/17/2012,584,696
12/17/2019,4952,2446
06/12/2014,3958,4196
10/07/2012,1902,2382
06/06/2017,5932,4348
03/23/2019,1948,1690
11/29/2014,352,338
11/08/2019,4984,2688
09/05/2016,1456,1576
05/28/2018,2606,2242
03/10/2018,1958,1956
08/22/2018,3026,1696
07/13/2016,4908,4484
06/28/2018,5414,3360
06/21/2020,1484,1188
05/08/2015,4408,4496
01/16/2020,3102,1612
08/21/2014,4296,4352
10/07/2016,2780,2210
03/14/2017,2302,1608
12/19/2013,2024,2126
06/20/2015,2316,2330
07/19/2020,1583,1385
02/13/2018,3432,2132
10/11/2013,2236,2432
12/20/2012,1102,1052
12/01/2018,800,748
12/16/2020,527,314
10/02/2019,6332,3258
05/23/2016,4464,3950
11/25/2015,2088,1944
01/24/2019,3890,2398
11/01/2018,3842,2334
04/04/2019,4976,3136
08/19/2020,1835,1288
06/17/2013,4198,4306
12/08/2013,460,486
03/05/2016,1632,1768
12/22/2015,1716,1554
11/13/2016,610,602
05/02/2014,4412,4804
11/18/2013,2092,2132
08/18/2016,4752,4130
07/11/2017,5860,4116
07/09/2018,5962,3634
03/22/2016,2698,2524
07/16/2020,1658,1228
11/24/2018,1108,918
09/05/2013,2140,2356
02/11/2013,2138,2152
04/16/2014,2130,2136
12/20/2018,1876,1114
05/12/2019,1898,1698
10/17/2013,3058,3444
05/11/2014,2152,2600
11/13/2020,790,558
12/13/2020,299,221
04/13/2017,2876,2098
10/26/2019,1638,1278
08/25/2019,3336,2468
07/10/2014,4644,4956
11/30/2017,2424,1724
06/20/2018,6404,4090
08/29/2016,4676,3970
12/02/2014,2204,2074
01/21/2015,1900,3204
12/19/2019,2958,1472
08/24/2018,4326,2794
09/05/2014,4130,4244
12/23/2012,376,506
04/09/2013,2792,3008
09/27/2017,5580,3936
05/02/2020,446,437
01/07/2014,2022,2142
04/30/2017,1194,1236
06/02/2014,4974,4854
03/31/2020,593,471
09/17/2015,2586,2320
02/16/2013,888,1146
11/28/2020,492,357
01/17/2014,2184,2436
10/13/2015,3478,3442
10/19/2016,3810,3162
11/11/2012,602,654
10/26/2013,1280,1454
06/30/2019,3986,3082
08/16/2017,5818,4202
06/30/2016,4568,4060
08/19/2015,4726,4370
11/20/2018,3894,2206
04/09/2020,3062,2494
09/09/2018,1900,1602
12/04/2014,2290,1902
02/06/2017,450,286
01/21/2020,3688,1728
01/27/2019,902,976
01/02/2020,2992,1328
02/28/2015,1858,2178
12/27/2017,1158,836
12/29/2016,1246,1022
06/11/2020,1344,1079
04/06/2018,3642,2502
06/16/2013,1972,2632
09/04/2016,1634,1934
10/31/2016,2512,1884
01/11/2016,2208,2100
05/29/2018,5434,3462
11/20/2020,687,463
03/21/2015,1308,1450
01/08/2018,3504,2314
08/03/2019,3564,2660
06/21/2015,2002,2338
11/02/2019,2058,1870
06/12/2013,3934,4076
05/19/2014,4644,4760
07/07/2020,1308,933
03/20/2016,528,554
11/18/2016,3066,2372
04/27/2013,1102,1326
12/06/2013,1666,1722
09/29/2020,1700,1239
09/27/2018,5214,3382
12/20/2017,2582,1684
04/15/2016,2932,2804
10/07/2019,5048,2760
05/08/2014,3154,3306
03/07/2014,2498,2622
07/06/2014,2610,3154
03/05/2018,3358,2126
03/28/2015,1620,1972
03/28/2014,1492,1558
03/29/2019,4336,2840
01/23/2014,2604,2694
08/28/2019,7352,4038
11/21/2013,2460,2550
07/23/2015,4450,4268
08/18/2017,4752,3134
03/11/2016,2224,2228
09/24/2014,2098,2234
02/19/2013,2506,2666
04/21/2015,3164,3322
09/27/2013,2084,2214
10/03/2018,4770,2992
05/02/2016,5756,5556
10/06/2014,3586,4562
05/31/2020,827,721
08/22/2019,6764,3844
11/03/2018,678,684
04/04/2015,1716,2258
06/13/2013,3808,4022
11/18/2017,1542,1418
08/28/2016,1520,1550
12/05/2016,1706,1320
09/07/2014,2020,2408
01/24/2016,894,1210
04/23/2018,5314,3598
11/01/2013,2710,2914
01/19/2016,2458,2260
07/02/2014,4858,4626
10/28/2019,5686,2958
10/27/2017,4192,2848
12/18/2012,1680,1724
07/09/2016,2008,2050
05/11/2017,3444,2392
06/23/2013,1464,1824
07/07/2017,5878,3722
05/05/2020,1428,1246
04/02/2019,5532,3390
06/11/2016,1518,1802
07/17/2013,4138,4204
04/27/2019,1666,1372
01/02/2019,2996,1790
06/05/2015,4436,4230
06/18/2018,6362,3920
05/02/2013,4684,5070
09/23/2018,1702,1768
02/19/2017,590,538
10/31/2019,5134,2520
12/15/2016,2128,1622
03/04/2020,4942,2488
01/08/2019,2978,1830
12/24/2017,228,268
04/29/2013,2634,2752
12/31/2019,1440,844
03/17/2015,3284,1314
01/04/2018,3090,2066
09/11/2017,5670,3690
05/17/2015,1832,2190
02/18/2020,4596,2134
01/25/2018,2784,1766
05/19/2016,3340,3178
03/30/2018,3398,2284
07/06/2019,3292,2656
04/11/2017,3838,2836
02/15/2015,1670,2002
03/01/2015,1538,2006
10/04/2015,1750,2200
10/11/2018,4796,3150
06/21/2016,4670,4180
05/30/2015,2140,2476
05/08/2020,1775,1453
01/14/2019,4970,3004
05/30/2017,4076,2906
12/14/2020,650,442
07/15/2016,4128,3544
03/16/2013,936,1190
12/21/2012,1254,1210
07/03/2013,4212,4298
02/05/2015,1256,2132
08/01/2015,2132,2306
06/28/2017,5254,3864
11/11/2020,975,732
07/31/2017,5852,3992
01/28/2016,2236,1950
10/29/2016,814,762
02/22/2019,2070,1236
06/25/2018,4364,2752
07/27/2016,5172,4416
06/04/2013,4932,5310
04/26/2014,2002,2096
06/09/2015,4992,4878
08/01/2013,3644,3794
12/04/2012,1980,2042
08/30/2017,5472,3692
08/26/2013,3214,3266
05/06/2016,4624,4810
05/09/2016,4970,4734
05/21/2013,2434,2528
08/29/2018,5448,3522
12/07/2015,2056,2026
03/29/2020,1429,1438
02/07/2020,2970,1518
03/03/2013,1402,1978
07/21/2014,4480,4570
09/22/2014,3340,4232
08/29/2017,5668,3918
11/16/2020,471,272
12/26/2019,1402,732
07/24/2014,2972,3032
11/20/2012,1714,1768
12/19/2020,422,392
04/29/2017,1282,1434
07/12/2016,4620,4148
10/06/2013,1908,2432
03/30/2019,2596,2478
02/05/2014,2662,2514
11/24/2015,2094,1810
09/09/2013,3972,3814
08/25/2015,4490,4456
01/22/2019,3416,1966
09/19/2016,3300,2846
11/17/2018,1672,1674
11/08/2014,2492,1216
12/13/2016,2558,1990
08/19/2016,4176,3272
07/28/2017,5122,3500
06/17/2019,6666,4100
10/11/2012,2936,3158
01/04/2020,1034,818
09/19/2013,3740,4496
11/03/2014,2438,2568
10/15/2019,6104,3192
11/27/2012,2492,2602
07/08/2015,4716,4806
12/22/2016,1564,1252
11/28/2013,542,622
06/14/2018,5016,3134
12/09/2018,290,294
07/31/2019,7636,4672
06/14/2014,1636,1910
11/24/2016,220,138
07/07/2014,4404,4508
10/05/2019,2364,1762
07/22/2018,2362,2310
06/24/2016,2870,2360
05/22/2018,6950,4624
03/10/2017,2238,1704
11/02/2017,3524,2214
03/11/2013,2212,2288
11/01/2017,4054,2662
06/27/2014,2830,2912
07/12/2018,6476,4188
05/15/2013,3824,3968
05/12/2020,853,691
07/04/2013,3822,3676
03/24/2019,1778,1634
02/10/2018,1444,1546
04/02/2020,1562,1318
07/11/2018,6500,4306
12/13/2018,2756,1608
11/28/2015,718,878
09/10/2016,2200,2194
05/28/2019,6632,4022
12/01/2017,2694,1748
02/08/2020,1126,858
08/23/2015,1886,2146
05/02/2015,2012,2418
03/22/2020,2280,1940
12/11/2020,767,548
03/14/2020,1214,874
02/12/2018,3604,2418
12/01/2016,3104,2508
01/20/2018,1044,844
09/01/2018,1786,1804
05/19/2020,1396,1149
06/15/2019,3558,3112
06/13/2014,2270,2262
08/26/2016,4260,3532
02/18/2014,1552,1498
07/09/2014,5088,5182
05/15/2018,6570,4388
04/23/2019,4820,2804
10/06/2019,2554,1928
06/16/2017,4196,3134
09/02/2020,1866,1271
11/02/2014,962,1182
06/15/2020,734,504
05/20/2019,4178,2372
07/05/2015,1822,2016
03/17/2016,3254,3242
08/14/2014,4040,4018
06/25/2020,1991,1518
08/21/2019,3740,2126
02/21/2016,652,690
01/20/2017,2518,1922
03/18/2018,1612,1582
10/25/2019,4604,2302
05/26/2019,3224,2748
02/22/2016,2922,2616
07/28/2020,1787,1298
01/15/2015,1370,2426
01/06/2013,628,784
05/01/2015,4158,4290
11/15/2015,740,926
08/29/2014,3284,3092
01/25/2013,1872,1850
05/18/2014,1696,2178
10/05/2012,3180,3116
12/28/2019,912,764
01/02/2013,1862,1808
04/05/2013,1856,1828
01/26/2018,2458,1632
05/04/2020,1116,855
11/01/2019,4972,2552
07/14/2019,3526,2718
12/19/2017,1674,1100
11/22/2018,352,298
11/14/2013,2546,2636
02/23/2013,1046,1206
07/05/2013,3100,3076
05/06/2017,1950,2126
07/19/2013,3866,3964
11/23/2015,2364,2192
01/28/2013,1662,1754
05/24/2018,5710,3980
05/18/2018,5862,4614
06/27/2013,2858,2998
10/18/2017,2786,1816
01/03/2018,3324,2330
07/29/2014,5284,5212
09/24/2020,762,521
01/26/2020,1204,974
12/28/2012,1252,1262
10/03/2012,3522,3520
06/24/2020,1668,1181
06/06/2019,5766,3662
12/29/2019,1030,816
10/08/2014,3244,4316
04/17/2014,1734,1766
11/11/2015,2742,2516
01/01/2018,762,586
04/11/2019,2840,1794
10/28/2013,3298,3358
06/30/2014,4798,4806
07/14/2016,4836,4406
10/12/2013,1204,1344
11/21/2018,2412,1346
10/04/2018,4834,2978
07/18/2013,4246,4526
08/19/2014,4998,4870
08/26/2015,4470,4192
05/30/2019,7040,4376
12/27/2018,1664,1014
10/24/2015,1112,1264
10/23/2012,2474,2526
02/27/2019,3006,1824
07/05/2020,1597,1268
